"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Washington","2012","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Washington","2013","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Washington","2014","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Washington","2015","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Washington","2016","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Washington","2017","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Washington","2018","SSLEA","Elementary-secondary education school system revenue from state sources state payments on behalf of LEA","State and Local ","0"
"Annual Survey of School System Finance","Washington","2012","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","742194"
"Annual Survey of School System Finance","Washington","2013","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","822521"
"Annual Survey of School System Finance","Washington","2014","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","816793"
"Annual Survey of School System Finance","Washington","2015","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","857836"
"Annual Survey of School System Finance","Washington","2016","SSON","Elementary-secondary education school system revenue from state sources other and nonspecified","State and Local ","845439"
